Country,Event month,Event Type,Fatalities
Jordan,2021-01-01,Riots,0
Jordan,2021-01-01,Strategic developments,0
Jordan,2021-01-01,Violence against civilians,0
Kazakhstan,2021-01-01,Battles,0
Kazakhstan,2021-01-01,Explosions/Remote violence,0
Kazakhstan,2021-01-01,Protests,0
Kazakhstan,2021-01-01,Riots,0
Kazakhstan,2021-01-01,Strategic developments,0
Kazakhstan,2021-01-01,Violence against civilians,0
Kosovo,2021-01-01,Battles,0
Kosovo,2021-01-01,Explosions/Remote violence,0
Kosovo,2021-01-01,Protests,0
Kosovo,2021-01-01,Riots,0
Kosovo,2021-01-01,Strategic developments,0
Kosovo,2021-01-01,Violence against civilians,0
Kyrgyzstan,2021-01-01,Battles,0
Kyrgyzstan,2021-01-01,Explosions/Remote violence,0
Kyrgyzstan,2021-01-01,Protests,0
Kyrgyzstan,2021-01-01,Riots,0
Kyrgyzstan,2021-01-01,Strategic developments,0
Kyrgyzstan,2021-01-01,Violence against civilians,0
Latvia,2021-01-01,Battles,0
Latvia,2021-01-01,Explosions/Remote violence,0
Latvia,2021-01-01,Protests,0
Latvia,2021-01-01,Riots,0
Latvia,2021-01-01,Strategic developments,0
Latvia,2021-01-01,Violence against civilians,0
Liberia,2021-01-01,Battles,0
Liberia,2021-01-01,Explosions/Remote violence,0
Liberia,2021-01-01,Protests,0
Liberia,2021-01-01,Riots,0
Liberia,2021-01-01,Strategic developments,0
Liberia,2021-01-01,Violence against civilians,0
Lithuania,2021-01-01,Battles,0
Lithuania,2021-01-01,Explosions/Remote violence,0
Lithuania,2021-01-01,Protests,0
Lithuania,2021-01-01,Riots,0
Lithuania,2021-01-01,Strategic developments,0
Lithuania,2021-01-01,Violence against civilians,0
Luxembourg,2021-01-01,Battles,0
Luxembourg,2021-01-01,Explosions/Remote violence,0
Luxembourg,2021-01-01,Protests,0
Luxembourg,2021-01-01,Riots,0
Luxembourg,2021-01-01,Strategic developments,0
Luxembourg,2021-01-01,Violence against civilians,0
Malawi,2021-01-01,Battles,0
Malawi,2021-01-01,Explosions/Remote violence,0
Malawi,2021-01-01,Protests,0
Malawi,2021-01-01,Riots,6
Malawi,2021-01-01,Strategic developments,0
Malawi,2021-01-01,Violence against civilians,2
Malaysia,2021-01-01,Battles,0
Malaysia,2021-01-01,Explosions/Remote violence,0
Malaysia,2021-01-01,Protests,0
Malaysia,2021-01-01,Riots,0
Malaysia,2021-01-01,Strategic developments,0
Malaysia,2021-01-01,Violence against civilians,1
Maldives,2021-01-01,Battles,0
Maldives,2021-01-01,Explosions/Remote violence,0
Maldives,2021-01-01,Protests,0
Maldives,2021-01-01,Riots,0
Maldives,2021-01-01,Strategic developments,0
Maldives,2021-01-01,Violence against civilians,0
Martinique,2021-01-01,Battles,0
Martinique,2021-01-01,Explosions/Remote violence,0
Martinique,2021-01-01,Protests,0
Martinique,2021-01-01,Riots,0
Martinique,2021-01-01,Strategic developments,0
Martinique,2021-01-01,Violence against civilians,0
Mauritius,2021-01-01,Battles,0
Mauritius,2021-01-01,Explosions/Remote violence,0
Mauritius,2021-01-01,Protests,0
Mauritius,2021-01-01,Riots,1
Mauritius,2021-01-01,Strategic developments,0
Mauritius,2021-01-01,Violence against civilians,0
Mayotte,2021-01-01,Battles,0
Mayotte,2021-01-01,Explosions/Remote violence,0
Mayotte,2021-01-01,Protests,0
Mayotte,2021-01-01,Riots,0
Mayotte,2021-01-01,Strategic developments,0
Mayotte,2021-01-01,Violence against civilians,0
Moldova,2021-01-01,Battles,0
Moldova,2021-01-01,Explosions/Remote violence,0
Moldova,2021-01-01,Protests,0
Moldova,2021-01-01,Riots,0
Moldova,2021-01-01,Strategic developments,0
Moldova,2021-01-01,Violence against civilians,0
Monaco,2021-01-01,Battles,0
Monaco,2021-01-01,Explosions/Remote violence,0
Monaco,2021-01-01,Protests,0
Monaco,2021-01-01,Riots,0
Monaco,2021-01-01,Strategic developments,0
Monaco,2021-01-01,Violence against civilians,0
Mongolia,2021-01-01,Battles,0
Mongolia,2021-01-01,Explosions/Remote violence,0
Mongolia,2021-01-01,Protests,0
Mongolia,2021-01-01,Riots,0
Mongolia,2021-01-01,Strategic developments,0
Mongolia,2021-01-01,Violence against civilians,0
Montenegro,2021-01-01,Battles,0
Montenegro,2021-01-01,Explosions/Remote violence,0
Montenegro,2021-01-01,Protests,0
Montenegro,2021-01-01,Riots,0
Montenegro,2021-01-01,Strategic developments,0
Montenegro,2021-01-01,Violence against civilians,0
Namibia,2021-01-01,Battles,0
Namibia,2021-01-01,Explosions/Remote violence,0
Namibia,2021-01-01,Protests,0
Namibia,2021-01-01,Riots,0
Namibia,2021-01-01,Strategic developments,0
Namibia,2021-01-01,Violence against civilians,0
Netherlands,2021-01-01,Battles,0
Netherlands,2021-01-01,Explosions/Remote violence,0
Netherlands,2021-01-01,Protests,0
Netherlands,2021-01-01,Riots,0
Netherlands,2021-01-01,Strategic developments,0
Netherlands,2021-01-01,Violence against civilians,0
New Caledonia,2021-01-01,Battles,0
New Caledonia,2021-01-01,Explosions/Remote violence,0
New Caledonia,2021-01-01,Protests,0
New Caledonia,2021-01-01,Riots,0
New Caledonia,2021-01-01,Strategic developments,0
New Caledonia,2021-01-01,Violence against civilians,0
New Zealand,2021-01-01,Battles,0
New Zealand,2021-01-01,Explosions/Remote violence,0
New Zealand,2021-01-01,Protests,0
New Zealand,2021-01-01,Riots,0
New Zealand,2021-01-01,Strategic developments,0
New Zealand,2021-01-01,Violence against civilians,0
Nicaragua,2021-01-01,Battles,0
Nicaragua,2021-01-01,Explosions/Remote violence,0
Nicaragua,2021-01-01,Protests,0
Nicaragua,2021-01-01,Riots,0
Nicaragua,2021-01-01,Strategic developments,0
Nicaragua,2021-01-01,Violence against civilians,1
North Macedonia,2021-01-01,Battles,0
North Macedonia,2021-01-01,Explosions/Remote violence,0
North Macedonia,2021-01-01,Protests,0
North Macedonia,2021-01-01,Riots,0
North Macedonia,2021-01-01,Strategic developments,0
North Macedonia,2021-01-01,Violence against civilians,0
Norway,2021-01-01,Battles,0
Norway,2021-01-01,Explosions/Remote violence,0
Norway,2021-01-01,Protests,0
Norway,2021-01-01,Riots,0
Norway,2021-01-01,Strategic developments,0
Norway,2021-01-01,Violence against civilians,0
Panama,2021-01-01,Battles,0
Panama,2021-01-01,Explosions/Remote violence,0
Panama,2021-01-01,Protests,0
Panama,2021-01-01,Riots,0
Panama,2021-01-01,Strategic developments,0
Panama,2021-01-01,Violence against civilians,1
Papua New Guinea,2021-01-01,Battles,0
Papua New Guinea,2021-01-01,Explosions/Remote violence,0
Papua New Guinea,2021-01-01,Protests,0
Papua New Guinea,2021-01-01,Riots,1
Papua New Guinea,2021-01-01,Strategic developments,0
Papua New Guinea,2021-01-01,Violence against civilians,15
Paraguay,2021-01-01,Battles,0
Paraguay,2021-01-01,Explosions/Remote violence,0
Paraguay,2021-01-01,Protests,0
Paraguay,2021-01-01,Riots,0
Paraguay,2021-01-01,Strategic developments,0
Paraguay,2021-01-01,Violence against civilians,0
Poland,2021-01-01,Battles,0
Poland,2021-01-01,Explosions/Remote violence,0
Poland,2021-01-01,Protests,0
Poland,2021-01-01,Riots,0
Poland,2021-01-01,Strategic developments,0
Poland,2021-01-01,Violence against civilians,0
Portugal,2021-01-01,Battles,0
Portugal,2021-01-01,Explosions/Remote violence,0
Portugal,2021-01-01,Protests,0
Portugal,2021-01-01,Riots,0
Portugal,2021-01-01,Strategic developments,0
Portugal,2021-01-01,Violence against civilians,0
Reunion,2021-01-01,Battles,0
Reunion,2021-01-01,Explosions/Remote violence,0
Reunion,2021-01-01,Protests,0
Reunion,2021-01-01,Riots,0
Reunion,2021-01-01,Strategic developments,0
Reunion,2021-01-01,Violence against civilians,0
Romania,2021-01-01,Battles,0
Romania,2021-01-01,Explosions/Remote violence,0
Romania,2021-01-01,Protests,0
Romania,2021-01-01,Riots,0
Romania,2021-01-01,Strategic developments,0
Romania,2021-01-01,Violence against civilians,0
Serbia,2021-01-01,Battles,0
Serbia,2021-01-01,Explosions/Remote violence,0
Serbia,2021-01-01,Protests,0
Serbia,2021-01-01,Riots,0
Serbia,2021-01-01,Strategic developments,0
Serbia,2021-01-01,Violence against civilians,0
Singapore,2021-01-01,Battles,0
Singapore,2021-01-01,Explosions/Remote violence,0
Singapore,2021-01-01,Protests,0
Singapore,2021-01-01,Riots,0
Singapore,2021-01-01,Strategic developments,0
Singapore,2021-01-01,Violence against civilians,0
Slovakia,2021-01-01,Battles,0
Slovakia,2021-01-01,Explosions/Remote violence,0
Slovakia,2021-01-01,Protests,0
Slovakia,2021-01-01,Riots,0
Slovakia,2021-01-01,Strategic developments,0
Slovakia,2021-01-01,Violence against civilians,0
Slovenia,2021-01-01,Battles,0
Slovenia,2021-01-01,Explosions/Remote violence,0
Slovenia,2021-01-01,Protests,0
Slovenia,2021-01-01,Riots,0
Slovenia,2021-01-01,Strategic developments,0
Slovenia,2021-01-01,Violence against civilians,0
South Africa,2021-01-01,Battles,0
South Africa,2021-01-01,Explosions/Remote violence,0
South Africa,2021-01-01,Protests,0
South Africa,2021-01-01,Riots,8
South Africa,2021-01-01,Strategic developments,0
South Africa,2021-01-01,Violence against civilians,6
South Korea,2021-01-01,Battles,0
South Korea,2021-01-01,Explosions/Remote violence,0
South Korea,2021-01-01,Protests,0
South Korea,2021-01-01,Riots,0
South Korea,2021-01-01,Strategic developments,0
South Korea,2021-01-01,Violence against civilians,0
Spain,2021-01-01,Battles,0
Spain,2021-01-01,Explosions/Remote violence,0
Spain,2021-01-01,Protests,0
Spain,2021-01-01,Riots,0
Spain,2021-01-01,Strategic developments,0
Spain,2021-01-01,Violence against civilians,0
Sri Lanka,2021-01-01,Battles,0
Sri Lanka,2021-01-01,Explosions/Remote violence,0
Sri Lanka,2021-01-01,Protests,0
Sri Lanka,2021-01-01,Riots,1
Sri Lanka,2021-01-01,Strategic developments,0
Sri Lanka,2021-01-01,Violence against civilians,0
Suriname,2021-01-01,Battles,0
Suriname,2021-01-01,Explosions/Remote violence,0
Suriname,2021-01-01,Protests,0
Suriname,2021-01-01,Riots,0
Suriname,2021-01-01,Strategic developments,0
Suriname,2021-01-01,Violence against civilians,0
Sweden,2021-01-01,Battles,0
Sweden,2021-01-01,Explosions/Remote violence,0
Sweden,2021-01-01,Protests,0
Sweden,2021-01-01,Riots,0
Sweden,2021-01-01,Strategic developments,0
Sweden,2021-01-01,Violence against civilians,0
Switzerland,2021-01-01,Battles,0
Switzerland,2021-01-01,Explosions/Remote violence,0
Switzerland,2021-01-01,Protests,0
Switzerland,2021-01-01,Riots,0
Switzerland,2021-01-01,Strategic developments,0
Switzerland,2021-01-01,Violence against civilians,0
Taiwan,2021-01-01,Battles,0
Taiwan,2021-01-01,Explosions/Remote violence,0
Taiwan,2021-01-01,Protests,0
Taiwan,2021-01-01,Riots,0
Taiwan,2021-01-01,Strategic developments,0
Taiwan,2021-01-01,Violence against civilians,0
Tanzania,2021-01-01,Battles,0
Tanzania,2021-01-01,Explosions/Remote violence,0
Tanzania,2021-01-01,Protests,0
Tanzania,2021-01-01,Riots,0
Tanzania,2021-01-01,Strategic developments,0
Tanzania,2021-01-01,Violence against civilians,0
Togo,2021-01-01,Battles,0
Togo,2021-01-01,Explosions/Remote violence,0
Togo,2021-01-01,Protests,0
Togo,2021-01-01,Riots,0
Togo,2021-01-01,Strategic developments,0
Togo,2021-01-01,Violence against civilians,0
United Kingdom,2021-01-01,Battles,0
United Kingdom,2021-01-01,Explosions/Remote violence,0
United Kingdom,2021-01-01,Protests,0
United Kingdom,2021-01-01,Riots,0
United Kingdom,2021-01-01,Strategic developments,0
United Kingdom,2021-01-01,Violence against civilians,0
Uzbekistan,2021-01-01,Battles,0
Uzbekistan,2021-01-01,Explosions/Remote violence,0
Uzbekistan,2021-01-01,Protests,0
Uzbekistan,2021-01-01,Riots,0
Uzbekistan,2021-01-01,Strategic developments,0
Uzbekistan,2021-01-01,Violence against civilians,0
eSwatini,2021-01-01,Battles,0
eSwatini,2021-01-01,Explosions/Remote violence,0
eSwatini,2021-01-01,Protests,0
eSwatini,2021-01-01,Riots,2
eSwatini,2021-01-01,Strategic developments,0
eSwatini,2021-01-01,Violence against civilians,0
Christmas Island,2021-01-01,Battles,0
Christmas Island,2021-01-01,Explosions/Remote violence,0
Christmas Island,2021-01-01,Protests,0
Christmas Island,2021-01-01,Riots,0
Christmas Island,2021-01-01,Strategic developments,0
Christmas Island,2021-01-01,Violence against civilians,0
Republic of Congo,2021-01-01,Battles,0
Republic of Congo,2021-01-01,Explosions/Remote violence,0
Republic of Congo,2021-01-01,Protests,0
Republic of Congo,2021-01-01,Riots,0
Republic of Congo,2021-01-01,Strategic developments,0
Republic of Congo,2021-01-01,Violence against civilians,0
Zimbabwe,2021-01-01,Battles,0
Zimbabwe,2021-01-01,Explosions/Remote violence,0
Zimbabwe,2021-01-01,Protests,0
Zimbabwe,2021-01-01,Riots,0
Zimbabwe,2021-01-01,Strategic developments,0
Zimbabwe,2021-01-01,Violence against civilians,1
Eritrea,2021-01-01,Battles,0
Eritrea,2021-01-01,Explosions/Remote violence,0
Eritrea,2021-01-01,Protests,0
Eritrea,2021-01-01,Riots,0
Eritrea,2021-01-01,Strategic developments,0
Eritrea,2021-01-01,Violence against civilians,0
North Korea,2021-01-01,Battles,0
North Korea,2021-01-01,Explosions/Remote violence,0
North Korea,2021-01-01,Protests,0
North Korea,2021-01-01,Riots,0
North Korea,2021-01-01,Strategic developments,4
North Korea,2021-01-01,Violence against civilians,0
Samoa,2021-01-01,Battles,0
Samoa,2021-01-01,Explosions/Remote violence,0
Samoa,2021-01-01,Protests,0
Samoa,2021-01-01,Riots,0
Samoa,2021-01-01,Strategic developments,0
Samoa,2021-01-01,Violence against civilians,0
Turkmenistan,2021-01-01,Battles,0
Turkmenistan,2021-01-01,Explosions/Remote violence,0
Turkmenistan,2021-01-01,Protests,0
Turkmenistan,2021-01-01,Riots,0
Turkmenistan,2021-01-01,Strategic developments,0
Turkmenistan,2021-01-01,Violence against civilians,0
Gambia,2021-01-01,Battles,0
Gambia,2021-01-01,Explosions/Remote violence,0
Gambia,2021-01-01,Protests,0
Gambia,2021-01-01,Riots,0
Gambia,2021-01-01,Strategic developments,0
Gambia,2021-01-01,Violence against civilians,0
Anguilla,2021-01-01,Battles,0
Anguilla,2021-01-01,Explosions/Remote violence,0
Anguilla,2021-01-01,Protests,0
Anguilla,2021-01-01,Riots,0
Anguilla,2021-01-01,Strategic developments,0
Anguilla,2021-01-01,Violence against civilians,0
Bahamas,2021-01-01,Battles,0
Bahamas,2021-01-01,Explosions/Remote violence,0
Bahamas,2021-01-01,Protests,0
Bahamas,2021-01-01,Riots,0
Bahamas,2021-01-01,Strategic developments,0
Bahamas,2021-01-01,Violence against civilians,0
Caribbean Netherlands,2021-01-01,Battles,0
Caribbean Netherlands,2021-01-01,Explosions/Remote violence,0
Caribbean Netherlands,2021-01-01,Protests,0
Caribbean Netherlands,2021-01-01,Riots,0
Caribbean Netherlands,2021-01-01,Strategic developments,0
Caribbean Netherlands,2021-01-01,Violence against civilians,0
Dominica,2021-01-01,Battles,0
Dominica,2021-01-01,Explosions/Remote violence,0
Dominica,2021-01-01,Protests,0
Dominica,2021-01-01,Riots,0
Dominica,2021-01-01,Strategic developments,0
Dominica,2021-01-01,Violence against civilians,0
Greenland,2021-01-01,Battles,0
Greenland,2021-01-01,Explosions/Remote violence,0
Greenland,2021-01-01,Protests,0
Greenland,2021-01-01,Riots,0
Greenland,2021-01-01,Strategic developments,0
Greenland,2021-01-01,Violence against civilians,0
Guam,2021-01-01,Battles,0
Guam,2021-01-01,Explosions/Remote violence,0
Guam,2021-01-01,Protests,0
Guam,2021-01-01,Riots,0
Guam,2021-01-01,Strategic developments,0
Guam,2021-01-01,Violence against civilians,0
Lesotho,2021-01-01,Battles,0
Lesotho,2021-01-01,Explosions/Remote violence,0
Lesotho,2021-01-01,Protests,0
Lesotho,2021-01-01,Riots,0
Lesotho,2021-01-01,Strategic developments,0
Lesotho,2021-01-01,Violence against civilians,0
Malta,2021-01-01,Battles,0
Malta,2021-01-01,Explosions/Remote violence,0
Malta,2021-01-01,Protests,0
Malta,2021-01-01,Riots,0
Malta,2021-01-01,Strategic developments,0
Malta,2021-01-01,Violence against civilians,0
San Marino,2021-01-01,Battles,0
San Marino,2021-01-01,Explosions/Remote violence,0
San Marino,2021-01-01,Protests,0
San Marino,2021-01-01,Riots,0
San Marino,2021-01-01,Strategic developments,0
San Marino,2021-01-01,Violence against civilians,0
Seychelles,2021-01-01,Battles,0
Seychelles,2021-01-01,Explosions/Remote violence,0
Seychelles,2021-01-01,Protests,0
Seychelles,2021-01-01,Riots,0
Seychelles,2021-01-01,Strategic developments,0
Seychelles,2021-01-01,Violence against civilians,0
Solomon Islands,2021-01-01,Battles,0
Solomon Islands,2021-01-01,Explosions/Remote violence,0
Solomon Islands,2021-01-01,Protests,0
Solomon Islands,2021-01-01,Riots,0
Solomon Islands,2021-01-01,Strategic developments,0
Solomon Islands,2021-01-01,Violence against civilians,0
Bhutan,2021-01-01,Battles,0
Bhutan,2021-01-01,Explosions/Remote violence,0
Bhutan,2021-01-01,Protests,0
Bhutan,2021-01-01,Riots,0
Bhutan,2021-01-01,Strategic developments,0
Bhutan,2021-01-01,Violence against civilians,0
Liechtenstein,2021-01-01,Battles,0
Liechtenstein,2021-01-01,Explosions/Remote violence,0
Liechtenstein,2021-01-01,Protests,0
Liechtenstein,2021-01-01,Riots,0
Liechtenstein,2021-01-01,Strategic developments,0
Liechtenstein,2021-01-01,Violence against civilians,0
Turks and Caicos Islands,2021-01-01,Battles,0
Turks and Caicos Islands,2021-01-01,Explosions/Remote violence,0
Turks and Caicos Islands,2021-01-01,Protests,0
Turks and Caicos Islands,2021-01-01,Riots,0
Turks and Caicos Islands,2021-01-01,Strategic developments,0
Turks and Caicos Islands,2021-01-01,Violence against civilians,0
Laos,2021-01-01,Battles,0
Laos,2021-01-01,Explosions/Remote violence,0
Laos,2021-01-01,Protests,0
Laos,2021-01-01,Riots,0
Laos,2021-01-01,Strategic developments,0
Laos,2021-01-01,Violence against civilians,0
Antarctica,2021-01-01,Battles,0
Antarctica,2021-01-01,Explosions/Remote violence,0
Antarctica,2021-01-01,Protests,0
Antarctica,2021-01-01,Riots,0
Antarctica,2021-01-01,Strategic developments,0
Antarctica,2021-01-01,Violence against civilians,0
Antigua and Barbuda,2021-01-01,Battles,0
Antigua and Barbuda,2021-01-01,Explosions/Remote violence,0
Antigua and Barbuda,2021-01-01,Protests,0
Antigua and Barbuda,2021-01-01,Riots,0
Antigua and Barbuda,2021-01-01,Strategic developments,0
Antigua and Barbuda,2021-01-01,Violence against civilians,0
Bailiwick of Jersey,2021-01-01,Battles,0
Bailiwick of Jersey,2021-01-01,Explosions/Remote violence,0
Bailiwick of Jersey,2021-01-01,Protests,0
Bailiwick of Jersey,2021-01-01,Riots,0
Bailiwick of Jersey,2021-01-01,Strategic developments,0
Bailiwick of Jersey,2021-01-01,Violence against civilians,0
Comoros,2021-01-01,Battles,0
Comoros,2021-01-01,Explosions/Remote violence,0
Comoros,2021-01-01,Protests,0
Comoros,2021-01-01,Riots,0
Comoros,2021-01-01,Strategic developments,0
Comoros,2021-01-01,Violence against civilians,0
Grenada,2021-01-01,Battles,0
Grenada,2021-01-01,Explosions/Remote violence,0
Grenada,2021-01-01,Protests,0
Grenada,2021-01-01,Riots,0
Grenada,2021-01-01,Strategic developments,0
Grenada,2021-01-01,Violence against civilians,0
Qatar,2021-01-01,Battles,0
Qatar,2021-01-01,Explosions/Remote violence,0
Qatar,2021-01-01,Protests,0
Qatar,2021-01-01,Riots,0
Qatar,2021-01-01,Strategic developments,0
Qatar,2021-01-01,Violence against civilians,0
Saint-Barthelemy,2021-01-01,Battles,0
Saint-Barthelemy,2021-01-01,Explosions/Remote violence,0
Saint-Barthelemy,2021-01-01,Protests,0
Saint-Barthelemy,2021-01-01,Riots,0
Saint-Barthelemy,2021-01-01,Strategic developments,0
Saint-Barthelemy,2021-01-01,Violence against civilians,0
Saint-Martin,2021-01-01,Battles,0
Saint-Martin,2021-01-01,Explosions/Remote violence,0
